what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201006141710,"org.eclipse.cdt.make.ui",1304756858450
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.gnu.ui",1304756858451
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.core",1304756858452
stopped,bundle,org.eclipse.cdt.make.core,7.0.0.201006141710,"org.eclipse.cdt.make.core",1304756858453
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.2.v20100608-0100-e3x,"org.eclipse.cdt.mylyn.ui",1304756858454
stopped,bundle,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui",1304756858455
stopped,bundle,org.eclipse.cdt.core,5.2.0.201006141710,"org.eclipse.cdt.core",1304756858456
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1304756858456
stopped,bundle,com.python.pydev.codecompletion,1.6.0.2010071813,"com.python.pydev.codecompletion",1304756858457
stopped,bundle,com.python.pydev.refactoring,1.6.0.2010071813,"com.python.pydev.refactoring",1304756858458
stopped,bundle,com.python.pydev.analysis,1.6.0.2010071813,"com.python.pydev.analysis",1304756858458
stopped,bundle,com.python.pydev.debug,1.6.0.2010071813,"com.python.pydev.debug",1304756858458
stopped,bundle,com.python.pydev.fastparser,1.6.0.2010071813,"com.python.pydev.fastparser",1304756858459
stopped,bundle,com.python.pydev,1.6.0.2010071813,"com.python.pydev",1304756858459
